pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_PTEN_REGULATION,0.991596639,1,0.038084205,0.163184118,0.664348071,137,
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,3.03E-05,4.39E-04,0.575610261,0.716095917,2.125664754,25,
REACTOME_PURINE_CATABOLISM,0.808731809,1,0.057246114,-0.277653277,-0.758907816,16,
REACTOME_PYROPTOSIS,0.002072568,0.012511465,0.431707696,0.617847526,1.846702276,26,
REACTOME_PYRUVATE_METABOLISM,0.745825603,0.988093785,0.055710423,0.267686801,0.830731021,30,
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0.995348837,1,0.052805005,-0.157100443,-0.573140707,54,
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,1,1,0.052482762,-0.126965034,-0.504718407,87,
REACTOME_RAB_GERANYLGERANYLATION,0.947089947,1,0.042417005,0.196936479,0.707396675,61,
REACTOME_RAB_REGULATION_OF_TRAFFICKING,1,1,0.053566938,-0.143619393,-0.599440281,119,
REACTOME_RAC1_GTPASE_CYCLE,4.11E-05,5.46E-04,0.557332239,0.413897647,1.740218007,180,
REACTOME_RAC2_GTPASE_CYCLE,1.08E-04,0.001133658,0.538434096,0.492450027,1.866699812,85,
REACTOME_RAC3_GTPASE_CYCLE,3.80E-04,0.003148283,0.498493109,0.467065393,1.7850268,91,
REACTOME_RAF_ACTIVATION,0.996226415,1,0.0431902,0.157633001,0.49827071,34,
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.765037594,0.997525521,0.055135176,0.274635659,0.796730339,23,
REACTOME_RAP1_SIGNALLING,0.95,1,0.049890736,-0.220602333,-0.58979585,15,
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR,0.006408422,0.031081634,0.407017919,-0.614919884,-1.783750989,20,
REACTOME_RAS_PROCESSING,0.157446809,0.33930131,0.161978949,-0.412973543,-1.240735101,23,
REACTOME_RA_BIOSYNTHESIS_PATHWAY,0.097928437,0.23517121,0.195789002,0.49116767,1.373087328,20,
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES,0.199575372,0.401307011,0.142056644,-0.419048379,-1.215569672,20,
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,0.810760668,1,0.051845762,0.248513558,0.771229366,30,
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.976958525,1,0.053238649,-0.181587808,-0.706198487,79,
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.849187935,1,0.060118614,-0.203193762,-0.817105013,91,
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,0.513513514,0.787626788,0.079770592,-0.355517872,-0.971734585,16,
REACTOME_RECYCLING_PATHWAY_OF_L1,0.515011547,0.789311176,0.085288469,-0.265797184,-0.948814069,46,
REACTOME_REGULATED_NECROSIS,1.44E-04,0.001461625,0.518848078,0.561380269,1.974569676,55,
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,0.004217915,0.023000453,0.407017919,0.535043192,1.718364661,35,
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0.96091954,1,0.053897903,-0.186320154,-0.684070411,55,
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,0.167487685,0.355195682,0.135740944,0.277525274,1.152222096,163,
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,0.305084746,0.550994774,0.103958472,0.401409557,1.122163389,20,
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,0.067178503,0.179932652,0.241339977,0.555474084,1.444567107,16,
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,0.049251305,0.144891319,0.321775918,0.586836796,1.501636379,15,
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,0.994434137,1,0.042502318,0.167268825,0.519096949,30,
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY,0.757522124,0.993587158,0.052805005,0.233507628,0.840194649,63,
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,0.037196442,0.119197688,0.321775918,0.39118343,1.466787909,77,
REACTOME_REGULATION_OF_IFNA_SIGNALING,0.157088123,0.3392342,0.153158809,0.477950625,1.284360405,18,
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,1.14E-05,1.93E-04,0.593325476,0.503114881,1.955835838,107,
REACTOME_REGULATION_OF_INSULIN_SECRETION,0.525179856,0.799309974,0.086286563,-0.252060958,-0.961928375,73,
REACTOME_REGULATION_OF_KIT_SIGNALING,0.010072471,0.044690245,0.380730401,0.654684227,1.702573219,16,
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,0.55017301,0.823391784,0.066896628,0.242616947,0.956700858,114,
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY,1,1,0.048214971,-0.156162419,-0.51066879,31,
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,0.470175439,0.743095529,0.075501529,0.26129145,0.990461314,85,
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,1,1,0.052375908,-0.128267842,-0.506700085,85,
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,0.691358025,0.951038844,0.056886416,0.241669693,0.868078568,61,
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,0.815275311,1,0.049590196,0.224765384,0.820831722,67,
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0.835249042,1,0.051951248,0.285490184,0.730530958,15,
REACTOME_REGULATION_OF_RAS_BY_GAPS,1,1,0.051951248,-0.158679518,-0.600486673,66,
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY,0.203094778,0.406304729,0.133554955,0.462813102,1.227546693,17,
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,0.578671329,0.849291601,0.064940768,0.252633755,0.933588024,71,
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,0.762237762,0.99677651,0.051951248,0.237578095,0.837798077,54,
REACTOME_REGULATION_OF_SIGNALING_BY_CBL,0.009967866,0.044517121,0.380730401,0.603790374,1.720876656,22,
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,3.09E-05,4.45E-04,0.557332239,0.798174373,2.075734003,16,
REACTOME_REGULATION_OF_TNFR1_SIGNALING,0.129770992,0.295124354,0.169570644,0.40315656,1.259325702,33,
REACTOME_REGULATION_OF_TP53_ACTIVITY,0.063018242,0.171820456,0.23112671,0.315001474,1.30209373,156,
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,0.959409594,1,0.043887984,0.209507798,0.643685083,29,
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,0.814176245,1,0.053129805,0.283678459,0.762307573,18,
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,0.634948097,0.899130232,0.05998925,0.237374797,0.906900994,90,
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,0.030833453,0.104759444,0.352487858,0.4718423,1.538152385,37,
REACTOME_REPRODUCTION,0.356643357,0.615071258,0.090263548,0.281594576,1.040610443,71,
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES,1,1,0.041237609,0.125769286,0.409993608,37,
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,1,1,0.048603425,-0.161331855,-0.488267632,24,
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES,0.919847328,1,0.047353425,0.224145841,0.700156334,33,
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA,0.237288136,0.457428496,0.120433372,0.401294146,1.191204701,25,
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,1,1,0.039275857,0.150551698,0.597240848,117,
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.122009569,0.281034877,0.197822021,-0.296711124,-1.21160263,103,
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,0.149038462,0.325805009,0.178219875,-0.287631045,-1.185419977,110,
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY,0.963601533,1,0.045405923,0.225725571,0.577601356,15,
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,3.81E-05,5.26E-04,0.557332239,0.495457715,1.907794272,99,
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,0.308488613,0.553596838,0.109250039,-0.369029705,-1.105668852,22,
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,2.53E-07,7.44E-06,0.67496286,0.526454737,2.0977527,121,
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,0.998245614,1,0.039759648,0.155349536,0.536644727,48,
REACTOME_RET_SIGNALING,0.938053097,1,0.053238649,-0.203014671,-0.705369953,39,
REACTOME_RHOA_GTPASE_CYCLE,0.010891564,0.047356711,0.380730401,0.351909083,1.441244085,144,
REACTOME_RHOBTB1_GTPASE_CYCLE,0.135338346,0.303588517,0.164405756,0.452978357,1.314110491,23,
REACTOME_RHOBTB2_GTPASE_CYCLE,0.503759398,0.775679448,0.075501529,0.332325556,0.964091314,23,
REACTOME_RHOBTB_GTPASE_CYCLE,0.185185185,0.380787037,0.13725078,0.381519264,1.225301491,35,
REACTOME_RHOB_GTPASE_CYCLE,0.11942959,0.275735685,0.170932335,0.344059347,1.260929634,68,
REACTOME_RHOC_GTPASE_CYCLE,0.044169611,0.135811235,0.287857117,0.38858197,1.429027084,70,
REACTOME_RHOD_GTPASE_CYCLE,0.342105263,0.595516569,0.092848121,0.302563381,1.057179273,51,
REACTOME_RHOF_GTPASE_CYCLE,0.127240143,0.291382881,0.165656695,0.392032294,1.306601796,41,
REACTOME_RHOG_GTPASE_CYCLE,0.050699301,0.147982586,0.266350657,0.380549072,1.406288941,71,
REACTOME_RHOH_GTPASE_CYCLE,0.053703704,0.154085917,0.266350657,0.457764784,1.470174447,35,
REACTOME_RHOJ_GTPASE_CYCLE,0.006377548,0.031008079,0.407017919,0.457484396,1.613278144,54,
REACTOME_RHOQ_GTPASE_CYCLE,0.100358423,0.240130336,0.188204146,0.36534488,1.295717252,59,
REACTOME_RHOU_GTPASE_CYCLE,0.417112299,0.683870165,0.082664645,0.301996698,1.005924246,40,
REACTOME_RHOV_GTPASE_CYCLE,0.985480944,1,0.041908175,0.170110919,0.554542303,37,
REACTOME_RHO_GTPASES_ACTIVATE_CIT,0.981171548,1,0.048603425,-0.183430886,-0.529924636,19,
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,1,1,0.038241682,0.153170492,0.619303153,131,
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,0.650107991,0.913335672,0.069613344,-0.277370634,-0.891504901,30,
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,0.001780448,0.010935435,0.455059867,0.626654334,1.841160134,24,
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,0.135135135,0.303588517,0.173747839,-0.437733055,-1.296080455,21,
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,0.813559322,1,0.057852976,-0.24347194,-0.804313886,32,
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,0.740585774,0.983669278,0.061705405,-0.2789241,-0.805800788,19,
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,0.300180832,0.546135449,0.102449406,0.342505701,1.111297977,36,
REACTOME_RHO_GTPASE_CYCLE,4.00E-06,7.81E-05,0.610526878,0.353179952,1.631876475,438,
REACTOME_RHO_GTPASE_EFFECTORS,0.391575663,0.65728772,0.078920964,0.23418261,1.021951592,253,
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,0.005090635,0.026306054,0.407017919,0.560263677,1.721336271,29,
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1,0.034605983,0.112540708,0.321775918,0.593824657,1.575036426,17,
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,0.998144712,1,0.042331839,0.150885351,0.468252979,30,
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION,0.53125,0.803591954,0.078089231,-0.328737901,-0.937851035,18,
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION,0.993243243,1,0.051426492,-0.165473805,-0.580200415,41,
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER,0.869565217,1,0.055942859,-0.235790679,-0.741470015,28,
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,0.886956522,1,0.055021112,-0.232291313,-0.730465871,28,
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION,0.882978723,1,0.054231594,-0.243562523,-0.731757706,23,
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES,0.826855124,1,0.048701086,0.222973206,0.819993654,70,
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,0.355008787,0.613112289,0.090824142,0.286594646,1.041680148,65,
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,0.90754717,1,0.047448319,0.232491595,0.699914516,27,
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,0.95254833,1,0.041992622,0.197859623,0.678058949,46,
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION,0.965827338,1,0.042417005,0.19783838,0.665309588,43,
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION,0.737843552,0.982795662,0.062386149,-0.27261347,-0.842912979,26,
REACTOME_RND1_GTPASE_CYCLE,0.051971326,0.150207025,0.266350657,0.431787352,1.439101161,41,
REACTOME_RND2_GTPASE_CYCLE,0.166666667,0.354823981,0.142901149,0.367152435,1.223679879,41,
REACTOME_RND3_GTPASE_CYCLE,0.050179211,0.147182412,0.271288555,0.433645774,1.445295084,41,
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,0.003371143,0.018959079,0.431707696,0.664677473,1.786137278,18,
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,1.71E-05,2.72E-04,0.575610261,0.700494766,2.1521778,29,
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION,0.033698479,0.110316415,0.321775918,0.565849373,1.520564033,18,
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,0.015384276,0.06154103,0.380730401,0.506740475,1.601783478,34,
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,0.728735632,0.979064935,0.067051258,-0.234658074,-0.861542034,55,
REACTOME_RRNA_PROCESSING,0.881773399,1,0.042417005,0.196262937,0.829158566,193,
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,0.255898367,0.48478251,0.112843356,0.351005991,1.144239723,37,
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,0.274047187,0.512766964,0.108394256,0.346099125,1.128243896,37,
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,0.140819964,0.313038975,0.156312403,0.332381696,1.218132667,68,
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,8.44E-05,9.68E-04,0.538434096,0.653325333,2.021337925,31,
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION,8.69E-04,0.006135486,0.477270815,0.646176836,1.898518796,24,
REACTOME_SARS_COV_1_INFECTION,0.628070175,0.89323525,0.061169263,0.26024098,0.904701572,49,
REACTOME_SARS_COV_2_INFECTION,0.975265018,1,0.041154402,0.189741009,0.697780805,70,
REACTOME_SARS_COV_INFECTIONS,0.342715232,0.596052747,0.089436683,0.252854836,1.045745536,155,
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,1.16E-04,0.001202398,0.538434096,0.748244015,2.010699297,18,
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,0.003483716,0.01953652,0.431707696,0.691384284,1.798015467,16,
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0.758064516,0.99363835,0.053347785,0.236715483,0.839525478,59,
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III,0.3174946,0.56769415,0.110122264,-0.33697516,-1.083081515,30,
REACTOME_SELECTIVE_AUTOPHAGY,0.595842956,0.866760498,0.077476755,-0.239641995,-0.924092519,75,
REACTOME_SELENOAMINO_ACID_METABOLISM,2.37E-05,3.54E-04,0.575610261,0.495383773,1.925781513,107,
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,0.765072765,0.997525521,0.059860312,-0.287201354,-0.78500551,16,
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,0.970276008,1,0.049790319,-0.208493742,-0.604795728,20,
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,0.969981238,1,0.044152306,0.208676364,0.613107707,24,
REACTOME_SEMAPHORIN_INTERACTIONS,0.977112676,1,0.040905578,0.188778602,0.682902393,64,
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,0.001584296,0.010023718,0.455059867,0.513504352,1.794222933,51,
REACTOME_SENSORY_PERCEPTION,0.775609756,1,0.047829963,0.208701102,0.883940509,196,
REACTOME_SENSORY_PERCEPTION_OF_TASTE,0.389121339,0.654838468,0.095603149,-0.302687158,-1.012242005,33,
REACTOME_SENSORY_PROCESSING_OF_SOUND,0.306122449,0.5518591,0.115734448,-0.282348357,-1.078701123,68,
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,0.968421053,1,0.041154402,0.186504776,0.644268448,48,
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,1,1,0.036072998,0.133704397,0.562155406,180,
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE,0.006223437,0.030636069,0.407017919,-0.654667199,-1.826278306,17,
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING,0.949903661,1,0.046322779,0.218054721,0.621482712,22,
REACTOME_SHC_MEDIATED_CASCADE_FGFR1,0.854932302,1,0.051322333,0.270230288,0.716747852,17,
REACTOME_SHC_MEDIATED_CASCADE_FGFR3,0.89059501,1,0.049093967,0.265213097,0.689713754,16,
REACTOME_SHC_MEDIATED_CASCADE_FGFR4,0.627639155,0.89323525,0.065532103,0.339838535,0.883784831,16,
REACTOME_SIALIC_ACID_METABOLISM,0.99245283,1,0.043363699,0.171485434,0.535558909,32,
REACTOME_SIGNALING_BY_ACTIVIN,0.900383142,1,0.048505984,0.260434359,0.666416473,15,
REACTOME_SIGNALING_BY_ALK,0.019618374,0.073905859,0.352487858,0.546234331,1.644435096,27,
REACTOME_SIGNALING_BY_ALK_IN_CANCER,0.095652174,0.23187684,0.190023305,0.377518357,1.326145289,53,
REACTOME_SIGNALING_BY_BMP,0.101694915,0.242154117,0.19189224,0.452003784,1.341731588,25,
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS,0.482269504,0.757168885,0.074738523,0.271875828,0.972167728,60,
REACTOME_SIGNALING_BY_CSF3_G_CSF,0.012016891,0.050795168,0.380730401,0.551360636,1.679023011,28,
REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS,0.960416667,1,0.049391011,-0.212784827,-0.568895197,15,
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS,0.806576402,1,0.054008827,0.281234047,0.745933775,17,
REACTOME_SIGNALING_BY_EGFR,0.4,0.665206403,0.084074558,0.293594656,1.014203375,48,
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,0.505639098,0.777361043,0.075309376,0.330762793,0.959557669,23,
REACTOME_SIGNALING_BY_ERBB2,0.985964912,1,0.04032954,0.177391491,0.616683663,49,
REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS,0.143678161,0.318213961,0.160801401,0.515789304,1.319835409,15,
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,0.56873823,0.840336277,0.069448144,0.312112749,0.926477939,25,
REACTOME_SIGNALING_BY_ERBB4,0.139130435,0.310631741,0.155241966,0.355448354,1.261140891,57,
REACTOME_SIGNALING_BY_ERYTHROPOIETIN,0.032561054,0.107844832,0.321775918,0.530552502,1.574896222,25,
REACTOME_SIGNALING_BY_FGFR,0.975044563,1,0.04157179,0.18331893,0.687299036,80,
REACTOME_SIGNALING_BY_FGFR1,0.94938918,1,0.041823869,0.198119803,0.676256506,45,
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE,0.579245283,0.849502369,0.068632563,0.292347495,0.924097069,34,
REACTOME_SIGNALING_BY_FGFR2,0.998217469,1,0.040493483,0.142617896,0.522674743,68,
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM,0.927480916,1,0.046975873,0.238340616,0.651164104,19,
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE,0.932727273,1,0.044507054,0.211175191,0.69498317,39,
REACTOME_SIGNALING_BY_FGFR3,0.877959927,1,0.047353425,0.223036154,0.732343989,38,
REACTOME_SIGNALING_BY_FGFR4,0.811252269,1,0.050805414,0.239587858,0.781029244,37,
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,0.542402827,0.815463199,0.068632563,0.264960828,0.941091008,58,
REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS,0.839694656,1,0.051530912,0.272841832,0.745423968,19,
REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS,0.932821497,1,0.046975873,0.245583539,0.638665084,16,
REACTOME_SIGNALING_BY_HEDGEHOG,0.971428571,1,0.03903553,0.179180881,0.73335724,145,
REACTOME_SIGNALING_BY_HIPPO,0.023525826,0.08536761,0.352487858,0.583873542,1.6322519,20,
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,1,1,0.040003152,0.152741609,0.561713907,70,
REACTOME_SIGNALING_BY_INTERLEUKINS,3.54E-30,3.49E-27,1.424562716,0.561281679,2.577567039,405,
REACTOME_SIGNALING_BY_KIT_IN_DISEASE,0.048416537,0.14328972,0.321775918,0.546515692,1.527815891,20,
REACTOME_SIGNALING_BY_MET,0.002566334,0.014943786,0.431707696,0.451540636,1.697843791,78,
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,0.985559567,1,0.041655677,0.191347107,0.639443995,42,
REACTOME_SIGNALING_BY_NODAL,0.247401247,0.472692375,0.124434169,-0.394381746,-1.167721897,21,
REACTOME_SIGNALING_BY_NOTCH,0.440594059,0.710003085,0.075694631,0.240420602,1.003214118,173,
REACTOME_SIGNALING_BY_NOTCH1,0.635897436,0.899576455,0.059348768,0.241643898,0.899200133,73,
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,0.457391304,0.730476495,0.076476705,0.278179778,0.986989784,57,
REACTOME_SIGNALING_BY_NOTCH2,0.143396226,0.318213961,0.159646702,0.404495742,1.263263554,32,
REACTOME_SIGNALING_BY_NOTCH3,0.130052724,0.295424715,0.161978949,0.37258526,1.276838429,46,
REACTOME_SIGNALING_BY_NOTCH4,0.893048128,1,0.04558782,0.206465579,0.774727787,81,
REACTOME_SIGNALING_BY_NTRK2_TRKB,0.985074627,1,0.049291766,-0.181244148,-0.548531789,24,
REACTOME_SIGNALING_BY_NTRK3_TRKC,0.974854932,1,0.045315244,0.212188696,0.562800687,17,
REACTOME_SIGNALING_BY_NTRKS,1,1,0.038162891,0.147730681,0.598684449,133,
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,3.20E-06,6.51E-05,0.62725674,0.423706194,1.824931983,226,
REACTOME_SIGNALING_BY_PDGF,0.014141452,0.057304577,0.380730401,0.442681529,1.572321497,58,
REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE,0.114877589,0.267100544,0.179782316,0.481292126,1.345479681,20,
REACTOME_SIGNALING_BY_PTK6,0.398601399,0.663999292,0.084074558,0.288162058,1.016177936,54,
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,8.48E-05,9.68E-04,0.538434096,0.320796083,1.492399139,500,
REACTOME_SIGNALING_BY_RETINOIC_ACID,0.058712248,0.164161442,0.321775918,0.447830951,1.491685225,40,
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,0.907317073,1,0.040657934,0.195309086,0.830294672,207,
REACTOME_SIGNALING_BY_SCF_KIT,4.16E-04,0.003350221,0.498493109,0.575457329,1.923064001,42,
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,3.94E-04,0.003225347,0.498493109,0.458282745,1.769488376,100,
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0.001560001,0.009933685,0.455059867,0.46539303,1.729133856,74,
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,3.30E-04,0.002803689,0.498493109,0.438472857,1.726890014,112,
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,0.128070175,0.292943831,0.163180127,0.361853884,1.257948606,49,
REACTOME_SIGNALING_BY_VEGF,0.001662207,0.010318231,0.455059867,0.427657914,1.657804913,104,
REACTOME_SIGNALING_BY_WNT,0.351477449,0.607545083,0.084555744,0.235739304,1.033569197,264,
REACTOME_SIGNALING_BY_WNT_IN_CANCER,0.769083969,1,0.05559471,0.261637405,0.817267389,33,
REACTOME_SIGNALLING_TO_ERKS,0.944915254,1,0.050908287,-0.206653968,-0.697273969,34,
REACTOME_SIGNALLING_TO_RAS,0.951167728,1,0.050702794,-0.220282769,-0.638993172,20,
REACTOME_SIGNAL_AMPLIFICATION,0.211720227,0.420458479,0.128788713,0.386032212,1.194353733,31,
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,0.414587332,0.681428304,0.087051587,0.365665926,1.027215627,21,
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,6.08E-04,0.004549573,0.477270815,0.360223681,1.546702359,230,
REACTOME_SLC_TRANSPORTER_DISORDERS,0.143847487,0.318213961,0.152144922,0.32172827,1.224235588,88,
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,2.59E-04,0.002314055,0.498493109,0.632263146,1.974594303,32,
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.083333333,0.20955414,0.211400189,0.430644394,1.383073592,35,
